name.vec;removal_type;by_removal;n_removal;by_fertility;n_fertility;puma;tasa;Er;Ef;Rm;ext50;Re;Erf;IER;IEM
vlowdensity;fixed;5;100;0;0;without;max;2,28;0;0,0117564072419469;1;64;2,28;28,0701754385965;0,00515631896576617
vlowdensity;fixed;0;0;1;25;with;mean;0;15,62;0,0151299380984135;0;0;15,62;0;0,000968625998618021
vlowdensity;fixed;0;0;1;25;with;max;0;20,76;0,0190621425848265;0;0;20,76;0;0,000918214960733455
vlowdensity;fixed;0;0;1;25;without;mean;0;24,5;0,0228861190823539;0;0;24,5;0;0,000934127309483833
vlowdensity;fixed;0;0;1;25;without;max;0;24,5;0,0043204009332066;0;0;24,5;0;0,000176342895232923
vlowdensity;fixed;0;0;1;50;with;mean;0;27,16;0,0157874436126993;0;0;27,16;0;0,000581275538022803
vlowdensity;fixed;0;0;1;50;with;max;0;31,14;0,0171232876712329;0;0;31,14;0;0,000549880785845629
vlowdensity;fixed;0;0;1;50;without;mean;0;22,82;0,0141753218215763;0;0;22,82;0;0,000621179746782484
vlowdensity;fixed;0;0;1;50;without;max;0;34,9;0,0222617987533393;0;0;34,9;0;0,000637873889780495
vlowdensity;fixed;0;0;1;75;with;mean;0;33,86;0,017109457300575;0;0;33,86;0;0,00050529997934362
vlowdensity;fixed;0;0;1;75;with;max;0;38,94;0,0184842883548983;0;0;38,94;0;0,000474686398430877
vlowdensity;fixed;0;0;1;75;without;mean;0;19,96;0,0138790575708079;0;0;19,96;0;0,000695343565671737
vlowdensity;fixed;0;0;1;75;without;max;0;27,26;0,0152765047357165;0;0;27,26;0;0,000560400026988865
vlowdensity;fixed;0;0;1;100;with;mean;0;40,7;0,0188525730046377;0;0;40,7;0;0,000463208181932129
vlowdensity;fixed;0;0;1;100;with;max;0;44,58;0,0207641196013289;0;0;44,58;0;0,000465772086167091
vlowdensity;fixed;0;0;1;100;without;mean;0;23,4;0,0144729612522303;0;0;23,4;0;0,000618502617616681
vlowdensity;fixed;0;0;1;100;without;max;0;30,96;0,0162284972411555;0;0;30,96;0;0,000524176267479182
vlowdensity;fixed;0;0;2;25;with;mean;0;8,42;0,0152914247027916;0,6;4,088;8,42;0,485510688836105;0,00181608369391825
vlowdensity;fixed;0;0;2;25;with;max;0;12,18;0,0276395798783858;0;0;12,18;0;0,00226925943172298
vlowdensity;fixed;0;0;2;25;without;mean;0;12,5;0,00676266049494277;0;0;12,5;0;0,000541012839595422
vlowdensity;fixed;0;0;2;25;without;max;0;12,5;0,00387146728610143;0;0;12,5;0;0,000309717382888115
vlowdensity;fixed;0;0;2;50;with;mean;0;11,94;0,0157413695891717;0,006;0,024;11,94;0,00201005025125628;0,00131837266240969
vlowdensity;fixed;0;0;2;50;with;max;0;18,62;0,0222617987533393;0;0;18,62;0;0,00119558532509878
vlowdensity;fixed;0;0;2;50;without;mean;0;25;0,0299845373946817;0;0;25;0;0,00119938149578727
vlowdensity;fixed;0;0;2;50;without;max;0;25;0,00437866713372449;0;0;25;0;0,00017514668534898
vlowdensity;fixed;0;0;2;75;with;mean;0;15,74;0,0165216920692923;0;0;15,74;0;0,00104966277441501
vlowdensity;fixed;0;0;2;75;with;max;0;22;0,0243783520234032;0;0;22;0;0,00110810691015469
vlowdensity;fixed;0;0;2;75;without;mean;0;28,7;0,0895262808470732;0;0;28,7;0;0,00311938260791196
vlowdensity;fixed;0;0;2;75;without;max;0;36,86;0,00527259306126753;0;0;36,86;0;0,000143043761835798
vlowdensity;fixed;0;0;2;100;with;mean;0;15,8;0,0172335812290592;0;0;15,8;0;0,00109073298918096
vlowdensity;fixed;0;0;2;100;with;max;0;23,96;0,0278396436525612;0;0;23,96;0;0,00116192168833728
vlowdensity;fixed;0;0;2;100;without;mean;0;35,3;0,0892675911603004;0;0;35,3;0;0,002528826945051
vlowdensity;fixed;0;0;2;100;without;max;0;46,54;0,00597300203082069;0;0;46,54;0;0,000128341255496792
vlowdensity;fixed;0;0;5;25;with;mean;0;3,06;0,0154912244380443;0,996;14,076;3,06;4,6;0,00506249164641972
vlowdensity;fixed;0;0;5;25;with;max;0;5;0,0469924812030075;0;0;5;0;0,0093984962406015
vlowdensity;fixed;0;0;5;25;without;mean;0;5;0,0057617562542537;0;0;5;0;0,00115235125085074
vlowdensity;fixed;0;0;5;25;without;max;0;5;0,0036697247706422;0;0;5;0;0,00073394495412844
vlowdensity;fixed;0;0;5;50;with;mean;0;4,76;0,01562995819798;0,962;9,868;4,76;2,07310924369748;0,00328360466344118
vlowdensity;fixed;0;0;5;50;with;max;0;9,16;0,0355871886120996;0;0;9,16;0;0,00388506425896284
vlowdensity;fixed;0;0;5;50;without;mean;0;10;0,00658309024454317;0;0;10;0;0,000658309024454317
vlowdensity;fixed;0;0;5;50;without;max;0;10;0,00383818223689261;0;0;10;0;0,000383818223689261
vlowdensity;fixed;0;0;5;75;with;mean;0;5,1;0,0158979806649702;0,872;7,156;5,1;1,40313725490196;0,00311725111077846
vlowdensity;fixed;0;0;5;75;with;max;0;10,12;0,0356125356125356;0;0;10,12;0;0,00351902525815569
vlowdensity;fixed;0;0;5;75;without;mean;0;14,52;0,00747514331923085;0;0;14,52;0;0,00051481703300488
vlowdensity;fixed;0;0;5;75;without;max;0;14,7;0,00396825396825397;0;0;14,7;0;0,000269949249541086
vlowdensity;fixed;0;0;5;100;with;mean;0;6,06;0,0162267702480986;0,792;5,048;6,06;0,833003300330033;0,00267768485942221
vlowdensity;fixed;0;0;5;100;with;max;0;10,64;0,0418760469011725;0;0;10,64;0;0,00393571869371922
vlowdensity;fixed;0;0;5;100;without;mean;0;17,6;0,00783284450333926;0;0;17,6;0;0,000445047983144276
vlowdensity;fixed;0;0;5;100;without;max;0;18,74;0,00406636304489265;0;0;18,74;0;0,000216988422886481
vlowdensity;fixed;1;12;1;12;with;mean;1,32;1,36;0,0112303929490528;1;87,932;2,68;32,810447761194;0,00419044513024359
vlowdensity;fixed;1;12;1;12;with;max;1,48;1,46;0,0113507377979569;1;86;2,94;29,2517006802721;0,00386079516937308
vlowdensity;fixed;1;12;1;12;without;mean;1,78;1,74;0,0115997690421747;1;83,172;3,52;23,6284090909091;0,00329538893243598
vlowdensity;fixed;1;12;1;12;without;max;2,3;2,22;0,012045290291496;1;78;4,52;17,2566371681416;0,00266488723263186
vlowdensity;fixed;1;25;1;25;with;mean;1,42;1,4;0,0109426353337936;1;92,904;2,82;32,9446808510638;0,00388036713964312
vlowdensity;fixed;1;25;1;25;with;max;1,54;1,46;0,0109769484083425;1;92;3;30,6666666666667;0,00365898280278083
vlowdensity;fixed;1;25;1;25;without;mean;1,68;1,34;0,0110384856854211;1;90,164;3,02;29,8556291390728;0,00365512771040433
vlowdensity;fixed;1;25;1;25;without;max;1,84;1,5;0,0110889332446219;1;90;3,34;26,9461077844311;0,00332003989359936
vlowdensity;fixed;1;37;1;37;with;mean;1,48;1,3;0,0108534861298681;1;93,776;2,78;33,7323741007194;0,0039041317013914
vlowdensity;fixed;1;37;1;37;with;max;1,56;1,32;0,0108695652173913;1;92;2,88;31,9444444444444;0,00377415458937198
vlowdensity;fixed;1;37;1;37;without;mean;1,66;1,24;0,0109231183883148;1;92;2,9;31,7241379310345;0,00376659254769476
vlowdensity;fixed;1;37;1;37;without;max;1,8;1,28;0,0109409190371991;1;92;3,08;29,8701298701299;0,00355224644064907
vlowdensity;fixed;1;50;1;50;with;mean;1,5;1,34;0,0108156657118069;1;94,136;2,84;33,1464788732394;0,00380833299711511
vlowdensity;fixed;1;50;1;50;with;max;1,56;1,32;0,010827197921178;1;94;2,88;32,6388888888889;0,00375944372263125
vlowdensity;fixed;1;50;1;50;without;mean;1,64;1,24;0,0108661436263347;1;92,16;2,88;32;0,00377296653692175
vlowdensity;fixed;1;50;1;50;without;max;1,74;1,28;0,0108813928182807;1;92;3,02;30,4635761589404;0,00360311020472872
vlowdensity;fixed;2;12;2;12;with;mean;1,16;1,16;0,0115982280898637;1;81,352;2,32;35,0655172413793;0,00499923624563092
vlowdensity;fixed;2;12;2;12;with;max;1,38;1,38;0,0119445771619685;1;78;2,76;28,2608695652174;0,0043277453485393
vlowdensity;fixed;2;12;2;12;without;mean;2,18;1,76;0,0135840802459508;1;62,948;3,94;15,9766497461929;0,0034477361030332
vlowdensity;fixed;2;12;2;12;without;max;6;6;0,00571232720210214;0;0;12;0;0,000476027266841845
vlowdensity;fixed;2;25;2;25;with;mean;1,34;1,36;0,0111285751925863;1;89,14;2,7;33,0148148148148;0,0041216945157727
vlowdensity;fixed;2;25;2;25;with;max;1,46;1,44;0,0112057373375168;1;88;2,9;30,3448275862069;0,00386404735776442
vlowdensity;fixed;2;25;2;25;without;mean;1,7;1,46;0,0113730099556959;1;84,98;3,16;26,8924050632911;0,00359905378344806
vlowdensity;fixed;2;25;2;25;without;max;2,12;1,96;0,0116495806150979;1;82;4,08;20,0980392156863;0,00285528936644555
vlowdensity;fixed;2;37;2;37;with;mean;1,42;1,42;0,0109486545086605;1;92,108;2,84;32,4323943661972;0,00385516003826073
vlowdensity;fixed;2;37;2;37;with;max;1,5;1,46;0,0109793588054458;1;90;2,96;30,4054054054054;0,00370924283967762
vlowdensity;fixed;2;37;2;37;without;mean;1,66;1,42;0,0110579604961881;1;90;3,08;29,2207792207792;0,00359024691434677
vlowdensity;fixed;2;37;2;37;without;max;1,8;1,62;0,0111209964412811;1;90;3,42;26,3157894736842;0,00325175334540384
vlowdensity;fixed;2;50;2;50;with;mean;1,46;1,46;0,0108729517527033;1;93,628;2,92;32,0643835616438;0,00372361361393948
vlowdensity;fixed;2;50;2;50;with;max;1,52;1,48;0,0108956199607758;1;92;3;30,6666666666667;0,00363187332025859
vlowdensity;fixed;2;50;2;50;without;mean;1,6;1,42;0,0109354505750165;1;90,06;3,02;29,8211920529801;0,00362101012417766
vlowdensity;fixed;2;50;2;50;without;max;1,74;1,5;0,0109697235629662;1;90;3,24;27,7777777777778;0,00338571714906365
vlowdensity;fixed;5;12;5;12;with;mean;0,9;0,96;0,0123555206816276;1;67,632;1,86;36,3612903225807;0,00664275305463851
vlowdensity;fixed;5;12;5;12;with;max;1,18;1,18;0,0135427952329361;1;56;2,36;23,728813559322;0,00573847255632885
vlowdensity;fixed;5;12;5;12;without;mean;2,4;2,4;0,00981434147778421;0,002;0,024;4,8;0,005;0,00204465447453838
vlowdensity;fixed;5;12;5;12;without;max;2,4;2,4;0,00395600917794129;0;0;4,8;0;0,000824168578737769
vlowdensity;fixed;5;25;5;25;with;mean;1,16;1,2;0,0115589195399806;1;77,952;2,36;33,0305084745763;0,00489784726270364
vlowdensity;fixed;5;25;5;25;with;max;1,34;1,34;0,0119019281123542;1;76;2,68;28,3582089552239;0,00444101795237097
vlowdensity;fixed;5;25;5;25;without;mean;2,16;2,04;0,0137621686588096;1;53,3;4,2;12,6904761904762;0,0032767068235261
vlowdensity;fixed;5;25;5;25;without;max;5;5;0,00534930993901787;0;0;10;0;0,000534930993901787
vlowdensity;fixed;5;37;5;37;with;mean;1,3;1,28;0,0112290682651688;1;85,752;2,58;33,2372093023256;0,00435235204076308
vlowdensity;fixed;5;37;5;37;with;max;1,42;1,4;0,0113378684807256;1;82;2,82;29,0780141843972;0,00402052073784597
vlowdensity;fixed;5;37;5;37;without;mean;1,7;1,52;0,0117526143985689;1;70,688;3,22;21,9527950310559;0,00364988024800276
vlowdensity;fixed;5;37;5;37;without;max;2,48;2,38;0,012709710218607;1;58;4,86;11,9341563786008;0,00261516671164753
vlowdensity;fixed;5;50;5;50;with;mean;1,36;1,34;0,0110465188320832;1;87,096;2,7;32,2577777777778;0,00409130327114191
vlowdensity;fixed;5;50;5;50;with;max;1,44;1,42;0,0111284219897619;1;84;2,86;29,3706293706294;0,00389105663977687
vlowdensity;fixed;5;50;5;50;without;mean;1,6;1,54;0,0113302074705567;1;75,988;3,14;24,2;0,00360834632820279
vlowdensity;fixed;5;50;5;50;without;max;1,94;1,84;0,0116171003717472;1;68;3,78;17,989417989418;0,0030733069766527
vlowdensity;proportional;0;0;0;0;with;mean;0;0;0,0155940162238837;0,998;18,432;0;Inf;Inf
vlowdensity;proportional;0;0;0;0;with;max;0;0;0,217391304347826;0;0;0;NA;Inf
vlowdensity;proportional;0;0;0;0;without;mean;0;0;0,00529570540866871;0;0;0;NA;Inf
vlowdensity;proportional;0;0;0;0;without;max;0;0;0,00356049277219967;0;0;0;NA;Inf
vlowdensity;proportional;1;25;0;0;with;mean;1,68;0;0,0109927567239679;1;92,02;1,68;54,7738095238095;0,00654330757379044
vlowdensity;proportional;1;25;0;0;with;max;1,88;0;0,0110497237569061;1;92;1,88;48,936170212766;0,00587751263665217
vlowdensity;proportional;1;25;0;0;without;mean;2,22;0;0,0111695905422875;1;90,12;2,22;40,5945945945946;0,00503134709112051
vlowdensity;proportional;1;25;0;0;without;max;2,6;0;0,0112943302462164;1;88;2,6;33,8461538461538;0,00434397317162169
vlowdensity;proportional;1;50;0;0;with;mean;1,76;0;0,0108295446106388;1;96;1,76;54,5454545454545;0,00615315034695386
vlowdensity;proportional;1;50;0;0;with;max;1,9;0;0,0108436347863804;1;96;1,9;50,5263157894737;0,0057071762033581
vlowdensity;proportional;1;50;0;0;without;mean;2,12;0;0,0108750837201908;1;94,388;2,12;44,522641509434;0,00512975647178812
vlowdensity;proportional;1;50;0;0;without;max;2,3;0;0,0109051254089422;1;94;2,3;40,8695652173913;0,00474135887345313
vlowdensity;proportional;1;75;0;0;with;mean;1,76;0;0,0107714797386027;1;96;1,76;54,5454545454545;0,00612015894238789
vlowdensity;proportional;1;75;0;0;with;max;1,9;0;0,0107851596203624;1;96;1,9;50,5263157894737;0,00567639980019073
vlowdensity;proportional;1;75;0;0;without;mean;2,1;0;0,0108034496960584;1;96;2,1;45,7142857142857;0,00514449985526592
vlowdensity;proportional;1;75;0;0;without;max;2,22;0;0,0108131487889273;1;96;2,22;43,2432432432432;0,00487078774276006
vlowdensity;proportional;1;100;0;0;with;mean;1,8;0;0,0107411754916467;1;97,976;1,8;54,4311111111111;0,0059673197175815
vlowdensity;proportional;1;100;0;0;with;max;1,92;0;0,0107411385606874;1;98;1,92;51,0416666666667;0,00559434300035804
vlowdensity;proportional;1;100;0;0;without;mean;2,04;0;0,0107476674287186;1;96,568;2,04;47,3372549019608;0,00526846442584247
vlowdensity;proportional;1;100;0;0;without;max;2,16;0;0,0107573149741824;1;96;2,16;44,4444444444444;0,00498023841397335
vlowdensity;proportional;2;25;0;0;with;mean;1,58;0;0,011210787289497;1;86,752;1,58;54,906329113924;0,00709543499335253
vlowdensity;proportional;2;25;0;0;with;max;1,8;0;0,0113584734211722;1;86;1,8;47,7777777777778;0,00631026301176233
vlowdensity;proportional;2;25;0;0;without;mean;2,42;0;0,0117984547539018;1;80,8;2,42;33,3884297520661;0,00487539452640569
vlowdensity;proportional;2;25;0;0;without;max;3,58;0;0,0127844541038098;1;70;3,58;19,5530726256983;0,00357107656530999
vlowdensity;proportional;2;50;0;0;with;mean;1,72;0;0,0109137352469817;1;94;1,72;54,6511627906977;0,00634519491103586
vlowdensity;proportional;2;50;0;0;with;max;1,88;0;0,0109457092819615;1;94;1,88;50;0,00582218578827738
vlowdensity;proportional;2;50;0;0;without;mean;2,14;0;0,0110250615089661;1;90,644;2,14;42,3570093457944;0,00515189790138601
vlowdensity;proportional;2;50;0;0;without;max;2,44;0;0,0111185234600845;1;90;2,44;36,8852459016393;0,0045567719098707
vlowdensity;proportional;2;75;0;0;with;mean;1,74;0;0,0107989318195883;1;94;1,74;54,0229885057471;0,00620628265493583
vlowdensity;proportional;2;75;0;0;with;max;1,9;0;0,0108295429932857;1;94;1,9;49,4736842105263;0,00569975947015036
